m,TagName,
"2020-12-01 00:00:00","c","2645"
"2020-12-01 00:00:00","c#","5731"
"2020-12-01 00:00:00","c++","4450"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7811"
"2020-12-01 00:00:00","javascript","16017"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4786"
"2020-12-01 00:00:00","python","22199"
"2020-12-01 00:00:00","r","4337"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2097"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2570"
"2021-01-01 00:00:00","c#","6183"
"2021-01-01 00:00:00","c++","4106"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8019"
"2021-01-01 00:00:00","javascript","16865"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4742"
"2021-01-01 00:00:00","python","22879"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2315"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2236"
"2021-02-01 00:00:00","c#","5791"
"2021-02-01 00:00:00","c++","4091"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7580"
"2021-02-01 00:00:00","javascript","15265"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4365"
"2021-02-01 00:00:00","python","21406"
"2021-02-01 00:00:00","r","4325"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2261"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2484"
"2021-03-01 00:00:00","c#","6389"
"2021-03-01 00:00:00","c++","4297"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","759"
"2021-03-01 00:00:00","java","8662"
"2021-03-01 00:00:00","javascript","16762"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4744"
"2021-03-01 00:00:00","python","23904"
"2021-03-01 00:00:00","r","5174"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2380"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2299"
"2021-04-01 00:00:00","c#","5896"
"2021-04-01 00:00:00","c++","3939"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7916"
"2021-04-01 00:00:00","javascript","15845"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4316"
"2021-04-01 00:00:00","python","22695"
"2021-04-01 00:00:00","r","4797"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2088"
"2021-05-01 00:00:00","c#","5734"
"2021-05-01 00:00:00","c++","4189"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7947"
"2021-05-01 00:00:00","javascript","15811"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4245"
"2021-05-01 00:00:00","python","22416"
"2021-05-01 00:00:00","r","4667"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1863"
"2021-06-01 00:00:00","assembly","259"
"2021-06-01 00:00:00","c","1869"
"2021-06-01 00:00:00","c#","5622"
"2021-06-01 00:00:00","c++","3821"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7581"
"2021-06-01 00:00:00","javascript","14997"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4072"
"2021-06-01 00:00:00","python","20901"
"2021-06-01 00:00:00","r","4283"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1793"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1619"
"2021-07-01 00:00:00","c#","5203"
"2021-07-01 00:00:00","c++","3501"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","603"
"2021-07-01 00:00:00","java","6946"
"2021-07-01 00:00:00","javascript","14745"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3877"
"2021-07-01 00:00:00","python","20580"
"2021-07-01 00:00:00","r","4044"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1967"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5108"
"2021-08-01 00:00:00","c++","3241"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6754"
"2021-08-01 00:00:00","javascript","14639"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3860"
"2021-08-01 00:00:00","python","19833"
"2021-08-01 00:00:00","r","4031"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1893"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5053"
"2021-09-01 00:00:00","c++","3597"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6607"
"2021-09-01 00:00:00","javascript","14419"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3680"
"2021-09-01 00:00:00","python","19027"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1624"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2092"
"2021-10-01 00:00:00","c#","5277"
"2021-10-01 00:00:00","c++","3722"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6571"
"2021-10-01 00:00:00","javascript","13822"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3581"
"2021-10-01 00:00:00","python","19801"
"2021-10-01 00:00:00","r","4174"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2209"
"2021-11-01 00:00:00","c#","5598"
"2021-11-01 00:00:00","c++","3819"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6912"
"2021-11-01 00:00:00","javascript","13493"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3491"
"2021-11-01 00:00:00","python","20064"
"2021-11-01 00:00:00","r","4028"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2106"
"2021-12-01 00:00:00","c#","5034"
"2021-12-01 00:00:00","c++","3579"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","727"
"2021-12-01 00:00:00","java","6188"
"2021-12-01 00:00:00","javascript","13087"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3246"
"2021-12-01 00:00:00","python","19063"
"2021-12-01 00:00:00","r","3541"
"2021-12-01 00:00:00","ruby","374"
"2021-12-01 00:00:00","swift","1425"
"2022-01-01 00:00:00","assembly","229"
"2022-01-01 00:00:00","c","1958"
"2022-01-01 00:00:00","c#","5275"
"2022-01-01 00:00:00","c++","3613"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6457"
"2022-01-01 00:00:00","javascript","14003"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3394"
"2022-01-01 00:00:00","python","19748"
"2022-01-01 00:00:00","r","3844"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1734"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1682"
"2022-02-01 00:00:00","c#","5115"
"2022-02-01 00:00:00","c++","3201"
"2022-02-01 00:00:00","delphi","167"
"2022-02-01 00:00:00","go","647"
"2022-02-01 00:00:00","java","5957"
"2022-02-01 00:00:00","javascript","12850"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3117"
"2022-02-01 00:00:00","python","19324"
"2022-02-01 00:00:00","r","3917"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1604"
"2022-03-01 00:00:00","assembly","238"
"2022-03-01 00:00:00","c","1959"
"2022-03-01 00:00:00","c#","5695"
"2022-03-01 00:00:00","c++","3520"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","763"
"2022-03-01 00:00:00","java","6599"
"2022-03-01 00:00:00","javascript","13645"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3124"
"2022-03-01 00:00:00","python","20850"
"2022-03-01 00:00:00","r","4489"
"2022-03-01 00:00:00","ruby","445"
"2022-03-01 00:00:00","swift","1752"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1749"
"2022-04-01 00:00:00","c#","5219"
"2022-04-01 00:00:00","c++","3509"
"2022-04-01 00:00:00","delphi","114"
"2022-04-01 00:00:00","go","718"
"2022-04-01 00:00:00","java","6420"
"2022-04-01 00:00:00","javascript","13541"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3202"
"2022-04-01 00:00:00","python","19971"
"2022-04-01 00:00:00","r","4185"
"2022-04-01 00:00:00","ruby","432"
"2022-04-01 00:00:00","swift","1461"
"2022-05-01 00:00:00","assembly","272"
"2022-05-01 00:00:00","c","1818"
"2022-05-01 00:00:00","c#","5761"
"2022-05-01 00:00:00","c++","3666"
"2022-05-01 00:00:00","delphi","122"
"2022-05-01 00:00:00","go","635"
"2022-05-01 00:00:00","java","6986"
"2022-05-01 00:00:00","javascript","14351"
"2022-05-01 00:00:00","perl","92"
"2022-05-01 00:00:00","php","3619"
"2022-05-01 00:00:00","python","20791"
"2022-05-01 00:00:00","r","4351"
"2022-05-01 00:00:00","ruby","466"
"2022-05-01 00:00:00","swift","1565"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1648"
"2022-06-01 00:00:00","c#","6021"
"2022-06-01 00:00:00","c++","3359"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","731"
"2022-06-01 00:00:00","java","6979"
"2022-06-01 00:00:00","javascript","15056"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3809"
"2022-06-01 00:00:00","python","22091"
"2022-06-01 00:00:00","r","4391"
"2022-06-01 00:00:00","ruby","476"
"2022-06-01 00:00:00","swift","1779"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1479"
"2022-07-01 00:00:00","c#","5931"
"2022-07-01 00:00:00","c++","3242"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","739"
"2022-07-01 00:00:00","java","6571"
"2022-07-01 00:00:00","javascript","15101"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3738"
"2022-07-01 00:00:00","python","22360"
"2022-07-01 00:00:00","r","4181"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1745"
"2022-08-01 00:00:00","assembly","175"
"2022-08-01 00:00:00","c","1500"
"2022-08-01 00:00:00","c#","6297"
"2022-08-01 00:00:00","c++","3228"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","849"
"2022-08-01 00:00:00","java","6485"
"2022-08-01 00:00:00","javascript","15483"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3741"
"2022-08-01 00:00:00","python","21801"
"2022-08-01 00:00:00","r","4336"
"2022-08-01 00:00:00","ruby","477"
"2022-08-01 00:00:00","swift","1737"
"2022-09-01 00:00:00","assembly","190"
"2022-09-01 00:00:00","c","1634"
"2022-09-01 00:00:00","c#","5673"
"2022-09-01 00:00:00","c++","3065"
"2022-09-01 00:00:00","delphi","146"
"2022-09-01 00:00:00","go","838"
"2022-09-01 00:00:00","java","6184"
"2022-09-01 00:00:00","javascript","14128"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3341"
"2022-09-01 00:00:00","python","20003"
"2022-09-01 00:00:00","r","4011"
"2022-09-01 00:00:00","ruby","473"
"2022-09-01 00:00:00","swift","1780"
"2022-10-01 00:00:00","assembly","241"
"2022-10-01 00:00:00","c","2000"
"2022-10-01 00:00:00","c#","5780"
"2022-10-01 00:00:00","c++","3189"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","737"
"2022-10-01 00:00:00","java","6465"
"2022-10-01 00:00:00","javascript","14031"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3353"
"2022-10-01 00:00:00","python","21966"
"2022-10-01 00:00:00","r","4529"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1618"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2175"
"2022-11-01 00:00:00","c#","6013"
"2022-11-01 00:00:00","c++","3292"
"2022-11-01 00:00:00","delphi","115"
"2022-11-01 00:00:00","go","751"
"2022-11-01 00:00:00","java","6782"
"2022-11-01 00:00:00","javascript","14322"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3357"
"2022-11-01 00:00:00","python","22837"
"2022-11-01 00:00:00","r","4627"
"2022-11-01 00:00:00","ruby","465"
"2022-11-01 00:00:00","swift","1668"
"2022-12-01 00:00:00","assembly","283"
"2022-12-01 00:00:00","c","1856"
"2022-12-01 00:00:00","c#","5326"
"2022-12-01 00:00:00","c++","2860"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","628"
"2022-12-01 00:00:00","java","5964"
"2022-12-01 00:00:00","javascript","12517"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2886"
"2022-12-01 00:00:00","python","19296"
"2022-12-01 00:00:00","r","3683"
"2022-12-01 00:00:00","ruby","394"
"2022-12-01 00:00:00","swift","1468"
"2023-01-01 00:00:00","assembly","238"
"2023-01-01 00:00:00","c","1514"
"2023-01-01 00:00:00","c#","5372"
"2023-01-01 00:00:00","c++","2658"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","734"
"2023-01-01 00:00:00","java","5769"
"2023-01-01 00:00:00","javascript","12249"
"2023-01-01 00:00:00","perl","75"
"2023-01-01 00:00:00","php","3078"
"2023-01-01 00:00:00","python","18058"
"2023-01-01 00:00:00","r","3754"
"2023-01-01 00:00:00","ruby","373"
"2023-01-01 00:00:00","swift","1444"
"2023-02-01 00:00:00","assembly","189"
"2023-02-01 00:00:00","c","1314"
"2023-02-01 00:00:00","c#","4774"
"2023-02-01 00:00:00","c++","2226"
"2023-02-01 00:00:00","delphi","134"
"2023-02-01 00:00:00","go","661"
"2023-02-01 00:00:00","java","5202"
"2023-02-01 00:00:00","javascript","10471"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2442"
"2023-02-01 00:00:00","python","15756"
"2023-02-01 00:00:00","r","3809"
"2023-02-01 00:00:00","ruby","340"
"2023-02-01 00:00:00","swift","1299"
"2023-03-01 00:00:00","assembly","181"
"2023-03-01 00:00:00","c","1268"
"2023-03-01 00:00:00","c#","4929"
"2023-03-01 00:00:00","c++","2584"
"2023-03-01 00:00:00","delphi","142"
"2023-03-01 00:00:00","go","641"
"2023-03-01 00:00:00","java","5567"
"2023-03-01 00:00:00","javascript","10593"
"2023-03-01 00:00:00","perl","96"
"2023-03-01 00:00:00","php","2290"
"2023-03-01 00:00:00","python","15637"
"2023-03-01 00:00:00","r","3842"
"2023-03-01 00:00:00","ruby","304"
"2023-03-01 00:00:00","swift","1377"
"2023-04-01 00:00:00","assembly","202"
"2023-04-01 00:00:00","c","1227"
"2023-04-01 00:00:00","c#","3985"
"2023-04-01 00:00:00","c++","2060"
"2023-04-01 00:00:00","delphi","124"
"2023-04-01 00:00:00","go","544"
"2023-04-01 00:00:00","java","4706"
"2023-04-01 00:00:00","javascript","8659"
"2023-04-01 00:00:00","perl","58"
"2023-04-01 00:00:00","php","2132"
"2023-04-01 00:00:00","python","13085"
"2023-04-01 00:00:00","r","3176"
"2023-04-01 00:00:00","ruby","225"
"2023-04-01 00:00:00","swift","1149"
